item,date,value,demand
Nightsky,2026-07-28,5,2
Nightsky,2026-07-30,5,2
Nightsky,2026-07-31,5,2
Nightsky,2026-08-03,5,2
Nightsky,2026-08-04,5,2
Nightsky,2026-08-05,5,2
Nightsky,2026-08-06,5,2
Nightsky,2026-08-07,5,2
Nightsky,2026-08-08,5,2
Nightsky,2026-08-09,5,2
Nightsky,2026-08-10,5,2
Nightsky,2026-08-11,5,2
Nightsky,2026-08-13,5,2
Nightsky,2026-08-14,5,2
Nightsky,2026-08-15,5,2
Nightsky,2026-08-16,5,2
Nightsky,2026-08-17,5,2
Nightsky,2026-08-18,5,2
Nightsky,2026-08-19,5,2
Nightsky,2026-08-20,5,2
Nightsky,2026-08-21,5,2
Nightsky,2026-08-22,5,2
Nightsky,2026-08-24,5,2
Nightsky,2026-08-25,5,2
Nightsky,2026-08-30,5,2
Nightsky,2026-09-02,5,2
Nightsky,2026-09-03,5,2
Nightsky,2026-09-04,5,2
Nightsky,2026-09-05,5,2
Nightsky,2026-09-06,5,2
Nightsky,2026-09-07,5,2
Nightsky,2026-09-12,5,2
Nightsky,2026-09-17,5,2
Nightsky,2026-09-18,5,2
Nightsky,2026-09-19,5,2
Nightsky,2026-09-20,5,2
Nightstar,2024-12-29,1,
Nightstar,2025-03-09,0.8,
Nightstar,2025-04-13,0.6,
Nightstar,2025-11-24,0.45,2
Nightstar,2025-12-02,0.45,2
Nightstar,2025-12-04,0.45,2
Nightstar,2025-12-08,0.45,2
Nightstar,2025-12-21,0.45,2
Nightstar,2025-12-23,0.45,2
Nightstar,2025-12-24,0.45,2
Nightstar,2025-12-26,0.45,2
Nightstar,2025-12-28,0.45,2
Nightstar,2025-12-30,0.45,2
Nightstar,2026-01-15,0.45,2
Nightstar,2026-01-16,0.45,2
Nightstar,2026-02-19,0.45,2
Nightstar,2026-02-27,0.45,2
Nightstar,2026-02-28,0.45,2
Nightstar,2026-03-06,0.45,2
Nightstar,2026-03-09,0.45,2
Nightstar,2026-03-15,0.45,2
Nightstar,2026-04-14,0.45,2
Nightstar,2026-05-09,0.45,2
Nightstar,2026-05-14,0.45,2
Nightstar,2026-06-21,0.45,2
Nightstar,2026-06-22,0.45,2
Nightstar,2026-06-26,0.45,2
Nightstar,2026-07-02,0.45,2
Nightstar,2026-07-03,0.45,2
Nightstar,2026-07-05,0.45,2
Nightstar,2026-07-06,0.45,2
Nightstar,2026-07-07,0.8,
Nightstar,2026-07-09,0.6,2
Nightstar,2026-07-10,0.6,2
Nightstar,2026-07-12,0.6,2
Nightstar,2026-07-14,0.6,2
Nightstar,2026-07-17,0.6,2
Nightstar,2026-07-24,0.6,2
Nightstar,2026-07-27,0.6,2
Nightstar,2026-07-28,0.6,2
Nightstar,2026-07-30,0.6,2
Nightstar,2026-07-31,0.6,2
Nightstar,2026-08-03,0.6,2
Nightstar,2026-08-04,0.6,2
Nightstar,2026-08-05,0.6,2
Nightstar,2026-08-06,0.6,2
Nightstar,2026-08-07,0.6,2
Nightstar,2026-08-08,0.6,2
Nightstar,2026-08-09,0.6,2
Nightstar,2026-08-10,0.6,2
Nightstar,2026-08-11,0.6,2
Nightstar,2026-08-13,0.6,2
Nightstar,2026-08-14,0.6,2
Nightstar,2026-08-15,0.6,2
Nightstar,2026-08-16,0.6,2
Nightstar,2026-08-17,0.6,2
Nightstar,2026-08-18,0.6,2
Nightstar,2026-08-19,0.6,2
Nightstar,2026-08-20,0.6,2
Nightstar,2026-08-21,0.6,2
Nightstar,2026-08-22,0.6,2
Nightstar,2026-08-24,0.6,2
Nightstar,2026-08-25,0.6,2
Nightstar,2026-08-30,0.6,2
Nightstar,2026-09-02,0.6,2
Nightstar,2026-09-03,0.6,2
Nightstar,2026-09-04,0.6,2
Nightstar,2026-09-05,0.6,2
Nightstar,2026-09-06,0.6,2
Nightstar,2026-09-07,0.6,2
Nightstar,2026-09-12,0.6,2
Nightstar,2026-09-17,0.6,2
Nightstar,2026-09-18,0.6,2
Nightstar,2026-09-19,0.6,2
Nightstar,2026-09-20,0.6,2
Overseer (Gun),2023-10-15,1,
Overseer (Gun),2024-03-29,0.8,
Overseer (Gun),2025-11-24,0.6,2
Overseer (Gun),2025-12-02,0.6,2
Overseer (Gun),2025-12-04,0.6,2
Overseer (Gun),2025-12-08,0.6,2
Overseer (Gun),2025-12-21,0.6,2
Overseer (Gun),2025-12-23,0.6,2
Overseer (Gun),2025-12-24,0.6,2
Overseer (Gun),2025-12-26,0.6,2
Overseer (Gun),2025-12-28,0.6,2
Overseer (Gun),2025-12-30,0.6,2
Overseer (Gun),2026-01-15,0.6,2
Overseer (Gun),2026-01-16,0.6,2
Overseer (Gun),2026-02-19,0.6,2
Overseer (Gun),2026-02-27,0.6,2
Overseer (Gun),2026-02-28,0.6,2
Overseer (Gun),2026-03-06,0.6,2
Overseer (Gun),2026-03-09,0.6,2
Overseer (Gun),2026-03-15,0.6,2
Overseer (Gun),2026-04-14,0.6,2
Overseer (Gun),2026-05-09,0.6,2
Overseer (Gun),2026-05-14,0.6,2
Overseer (Gun),2026-06-21,0.6,2
Overseer (Gun),2026-06-22,0.6,2
Overseer (Gun),2026-06-26,0.6,2
Overseer (Gun),2026-07-02,0.6,2
Overseer (Gun),2026-07-03,0.6,2
Overseer (Gun),2026-07-05,0.6,2
Overseer (Gun),2026-07-06,0.6,2
Overseer (Gun),2026-07-09,0.6,2
Overseer (Gun),2026-07-10,0.6,2
Overseer (Gun),2026-07-12,0.6,2
Overseer (Gun),2026-07-14,0.6,2
Overseer (Gun),2026-07-17,0.6,2
Overseer (Gun),2026-07-24,0.6,2
Overseer (Gun),2026-07-27,0.6,2
Overseer (Gun),2026-07-28,0.6,2
Overseer (Gun),2026-07-30,0.6,2
Overseer (Gun),2026-07-31,0.6,2
Overseer (Gun),2026-08-03,0.6,2
Overseer (Gun),2026-08-04,0.6,2
Overseer (Gun),2026-08-05,0.6,2
Overseer (Gun),2026-08-06,0.6,2
Overseer (Gun),2026-08-07,0.6,2
Overseer (Gun),2026-08-08,0.6,2
Overseer (Gun),2026-08-09,0.6,2
Overseer (Gun),2026-08-10,0.6,2
Overseer (Gun),2026-08-11,0.6,2
Overseer (Gun),2026-08-13,0.6,2
Overseer (Gun),2026-08-14,0.6,2
Overseer (Gun),2026-08-15,0.6,2
Overseer (Gun),2026-08-16,0.6,2
Overseer (Gun),2026-08-17,0.6,2
Overseer (Gun),2026-08-18,0.6,2
Overseer (Gun),2026-08-19,0.6,2
Overseer (Gun),2026-08-20,0.6,2
Overseer (Gun),2026-08-21,0.6,2
Overseer (Gun),2026-08-22,0.6,2
Overseer (Gun),2026-08-24,0.6,2
Overseer (Gun),2026-08-25,0.6,2
Overseer (Gun),2026-08-30,0.6,2
Overseer (Gun),2026-09-02,0.6,2
Overseer (Gun),2026-09-03,0.6,2
Overseer (Gun),2026-09-04,0.6,2
Overseer (Gun),2026-09-05,0.6,2
Overseer (Gun),2026-09-06,0.6,2
Overseer (Gun),2026-09-07,0.6,2
Overseer (Gun),2026-09-12,0.6,2
Overseer (Gun),2026-09-17,0.6,2
Overseer (Gun),2026-09-18,0.6,2
Overseer (Gun),2026-09-19,0.6,2
Overseer (Gun),2026-09-20,0.6,2
Overseer (Knife),2025-11-24,0.12,2
Overseer (Knife),2025-12-02,0.12,2
Overseer (Knife),2025-12-04,0.12,2
Overseer (Knife),2025-12-08,0.12,2
Overseer (Knife),2025-12-21,0.12,2
Overseer (Knife),2025-12-23,0.12,2
Overseer (Knife),2025-12-24,0.12,2
Overseer (Knife),2025-12-26,0.12,2
Overseer (Knife),2025-12-28,0.12,2
Overseer (Knife),2025-12-30,0.12,2
Overseer (Knife),2026-01-15,0.12,2
Overseer (Knife),2026-01-16,0.12,2
Overseer (Knife),2026-02-19,0.12,2
Overseer (Knife),2026-02-27,0.12,2
Overseer (Knife),2026-02-28,0.12,2
Overseer (Knife),2026-03-06,0.12,2
Overseer (Knife),2026-03-09,0.12,2
Overseer (Knife),2026-03-15,0.12,2
Overseer (Knife),2026-04-14,0.12,2
Overseer (Knife),2026-05-09,0.12,2
Overseer (Knife),2026-05-14,0.12,2
Overseer (Knife),2026-06-21,0.12,2
Overseer (Knife),2026-06-22,0.12,2
Overseer (Knife),2026-06-26,0.12,2
Overseer (Knife),2026-07-02,0.12,2
Overseer (Knife),2026-07-03,0.12,2
Overseer (Knife),2026-07-05,0.12,2
Overseer (Knife),2026-07-06,0.12,2
Overseer (Knife),2026-07-09,0.12,2
Overseer (Knife),2026-07-10,0.12,2
Overseer (Knife),2026-07-12,0.12,2
Overseer (Knife),2026-07-14,0.12,2
Overseer (Knife),2026-07-17,0.12,2
Overseer (Knife),2026-07-24,0.12,2
Overseer (Knife),2026-07-27,0.12,2
Overseer (Knife),2026-07-28,0.12,2
Overseer (Knife),2026-07-30,0.12,2
Overseer (Knife),2026-07-31,0.12,2
Overseer (Knife),2026-08-03,0.12,2
Overseer (Knife),2026-08-04,0.12,2
Overseer (Knife),2026-08-05,0.12,2
Overseer (Knife),2026-08-06,0.12,2
Overseer (Knife),2026-08-07,0.12,2
Overseer (Knife),2026-08-08,0.12,2
Overseer (Knife),2026-08-09,0.12,2
Overseer (Knife),2026-08-10,0.12,2
Overseer (Knife),2026-08-11,0.12,2
Overseer (Knife),2026-08-13,0.12,2
Overseer (Knife),2026-08-14,0.12,2
Overseer (Knife),2026-08-15,0.12,2
Overseer (Knife),2026-08-16,0.12,2
Overseer (Knife),2026-08-17,0.12,2
Overseer (Knife),2026-08-18,0.12,2
Overseer (Knife),2026-08-19,0.12,2
Overseer (Knife),2026-08-20,0.12,2
Overseer (Knife),2026-08-21,0.12,2
Overseer (Knife),2026-08-22,0.12,2
Overseer (Knife),2026-08-24,0.12,2
Overseer (Knife),2026-08-25,0.12,2
Overseer (Knife),2026-08-30,0.12,2
Overseer (Knife),2026-09-02,0.12,2
Overseer (Knife),2026-09-03,0.12,2
Overseer (Knife),2026-09-04,0.12,2
Overseer (Knife),2026-09-05,0.12,2
Overseer (Knife),2026-09-06,0.12,2
Overseer (Knife),2026-09-07,0.12,2
Overseer (Knife),2026-09-12,0.12,2
Overseer (Knife),2026-09-17,0.12,2
Overseer (Knife),2026-09-18,0.12,2
Overseer (Knife),2026-09-19,0.12,2
Overseer (Knife),2026-09-20,0.12,2
Palms (Gun),2024-07-11,3,
Palms (Gun),2024-07-18,5,
Palms (Gun),2024-07-29,4,
Palms (Gun),2024-08-08,2,
Palms (Gun),2024-09-12,1,
Palms (Gun),2024-09-23,0.8,
Palms (Gun),2024-10-11,0.6,
Palms (Gun),2025-11-24,0.45,2
Palms (Gun),2025-12-02,0.45,2
Palms (Gun),2025-12-04,0.45,2
Palms (Gun),2025-12-08,0.45,2
Palms (Gun),2025-12-21,0.45,2
Palms (Gun),2025-12-23,0.45,2
Palms (Gun),2025-12-24,0.45,2
Palms (Gun),2025-12-26,0.45,2
Palms (Gun),2025-12-28,0.45,2
Palms (Gun),2025-12-30,0.45,2
Palms (Gun),2026-01-15,0.45,2
Palms (Gun),2026-01-16,0.45,2
Palms (Gun),2026-02-19,0.45,2
Palms (Gun),2026-02-27,0.45,2
Palms (Gun),2026-02-28,0.45,2
Palms (Gun),2026-03-06,0.45,2
Palms (Gun),2026-03-09,0.45,2
Palms (Gun),2026-03-15,0.45,2
Palms (Gun),2026-04-14,0.45,2
Palms (Gun),2026-05-09,0.45,2
Palms (Gun),2026-05-14,0.45,2
Palms (Gun),2026-06-21,0.45,2
Palms (Gun),2026-06-22,0.45,2
Palms (Gun),2026-06-26,0.45,2
Palms (Gun),2026-07-02,0.45,2
Palms (Gun),2026-07-03,0.45,2
Palms (Gun),2026-07-05,0.45,2
Palms (Gun),2026-07-06,0.45,2
Palms (Gun),2026-07-09,0.45,2
Palms (Gun),2026-07-10,0.45,2
Palms (Gun),2026-07-12,0.45,2
Palms (Gun),2026-07-14,0.45,2
Palms (Gun),2026-07-17,0.45,2
Palms (Gun),2026-07-24,0.45,2
Palms (Gun),2026-07-27,0.45,2
Palms (Gun),2026-07-28,0.45,2
Palms (Gun),2026-07-30,0.45,2
Palms (Gun),2026-07-31,0.45,2
Palms (Gun),2026-08-03,0.45,2
Palms (Gun),2026-08-04,0.45,2
Palms (Gun),2026-08-05,0.45,2
Palms (Gun),2026-08-06,0.45,2
Palms (Gun),2026-08-07,0.45,2
Palms (Gun),2026-08-08,0.45,2
Palms (Gun),2026-08-09,0.45,2
Palms (Gun),2026-08-10,0.45,2
Palms (Gun),2026-08-11,0.45,2
Palms (Gun),2026-08-13,0.45,2
Palms (Gun),2026-08-14,0.45,2
Palms (Gun),2026-08-15,0.45,2
Palms (Gun),2026-08-16,0.45,2
Palms (Gun),2026-08-17,0.45,2
Palms (Gun),2026-08-18,0.45,2
Palms (Gun),2026-08-19,0.45,2
Palms (Gun),2026-08-20,0.45,2
Palms (Gun),2026-08-21,0.45,2
Palms (Gun),2026-08-22,0.45,2
Palms (Gun),2026-08-24,0.45,2
Palms (Gun),2026-08-25,0.45,2
Palms (Gun),2026-08-30,0.45,2
Palms (Gun),2026-09-02,0.45,2
Palms (Gun),2026-09-03,0.45,2
Palms (Gun),2026-09-04,0.45,2
Palms (Gun),2026-09-05,0.45,2
Palms (Gun),2026-09-06,0.45,2
Palms (Gun),2026-09-07,0.45,2
Palms (Gun),2026-09-12,0.45,2
Palms (Gun),2026-09-17,0.45,2
Palms (Gun),2026-09-18,0.45,2
Palms (Gun),2026-09-19,0.45,2
Palms (Gun),2026-09-20,0.45,2
Palms (Knife),2024-07-11,3,
Palms (Knife),2024-07-29,2,
Palms (Knife),2024-08-02,1,
Palms (Knife),2024-08-08,0.8,
Palms (Knife),2024-09-12,0.4,
Palms (Knife),2025-11-24,0.3,1
Palms (Knife),2025-12-02,0.3,1
Palms (Knife),2025-12-04,0.3,1
Palms (Knife),2025-12-08,0.3,1
Palms (Knife),2025-12-21,0.3,1
Palms (Knife),2025-12-23,0.3,1
Palms (Knife),2025-12-24,0.3,1
Palms (Knife),2025-12-26,0.3,1
Palms (Knife),2025-12-28,0.3,1
Palms (Knife),2025-12-30,0.3,1
Palms (Knife),2026-01-15,0.3,1
Palms (Knife),2026-01-16,0.3,1
Palms (Knife),2026-02-19,0.3,1
Palms (Knife),2026-02-27,0.3,1
Palms (Knife),2026-02-28,0.3,1
Palms (Knife),2026-03-06,0.3,1
Palms (Knife),2026-03-09,0.3,1
Palms (Knife),2026-03-15,0.3,1
Palms (Knife),2026-04-14,0.3,1
Palms (Knife),2026-05-09,0.3,1
Palms (Knife),2026-05-14,0.3,1
Palms (Knife),2026-06-21,0.3,1
Palms (Knife),2026-06-22,0.3,1
Palms (Knife),2026-06-26,0.3,1
Palms (Knife),2026-07-02,0.3,1
Palms (Knife),2026-07-03,0.3,1
Palms (Knife),2026-07-05,0.3,1
Palms (Knife),2026-07-06,0.3,1
Palms (Knife),2026-07-09,0.3,1
Palms (Knife),2026-07-10,0.3,1
Palms (Knife),2026-07-12,0.3,1
Palms (Knife),2026-07-14,0.3,1
Palms (Knife),2026-07-17,0.3,1
Palms (Knife),2026-07-24,0.3,1
Palms (Knife),2026-07-27,0.3,1
Palms (Knife),2026-07-28,0.3,1
Palms (Knife),2026-07-30,0.3,1
Palms (Knife),2026-07-31,0.3,1
Palms (Knife),2026-08-03,0.3,1
Palms (Knife),2026-08-04,0.3,1
Palms (Knife),2026-08-05,0.3,1
Palms (Knife),2026-08-06,0.3,1
Palms (Knife),2026-08-07,0.3,1
Palms (Knife),2026-08-08,0.3,1
Palms (Knife),2026-08-09,0.3,1
Palms (Knife),2026-08-10,0.3,1
Palms (Knife),2026-08-11,0.3,1
Palms (Knife),2026-08-13,0.3,1
Palms (Knife),2026-08-14,0.3,1
Palms (Knife),2026-08-15,0.3,1
Palms (Knife),2026-08-16,0.3,1
Palms (Knife),2026-08-17,0.3,1
Palms (Knife),2026-08-18,0.3,1
Palms (Knife),2026-08-19,0.3,1
Palms (Knife),2026-08-20,0.3,1
Palms (Knife),2026-08-21,0.3,1
Palms (Knife),2026-08-22,0.3,1
Palms (Knife),2026-08-24,0.3,1
Palms (Knife),2026-08-25,0.3,1
Palms (Knife),2026-08-30,0.3,1
Palms (Knife),2026-09-02,0.3,1
Palms (Knife),2026-09-03,0.3,1
Palms (Knife),2026-09-04,0.3,1
Palms (Knife),2026-09-05,0.3,1
Palms (Knife),2026-09-06,0.3,1
Palms (Knife),2026-09-07,0.3,1
Palms (Knife),2026-09-12,0.3,1
Palms (Knife),2026-09-17,0.3,1
Palms (Knife),2026-09-18,0.3,1
Palms (Knife),2026-09-19,0.3,1
Palms (Knife),2026-09-20,0.3,1
Plasmite,2025-11-24,0.12,1
Plasmite,2025-12-02,0.12,1
Plasmite,2025-12-04,0.12,1
Plasmite,2025-12-08,0.12,1
Plasmite,2025-12-21,0.12,1
Plasmite,2025-12-23,0.12,1
Plasmite,2025-12-24,0.12,1
Plasmite,2025-12-26,0.12,1
Plasmite,2025-12-28,0.12,1
Plasmite,2025-12-30,0.12,1
Plasmite,2026-01-15,0.12,1
Plasmite,2026-01-16,0.12,1
Plasmite,2026-02-19,0.12,1
Plasmite,2026-02-27,0.12,1
Plasmite,2026-02-28,0.12,1
Plasmite,2026-03-06,0.12,1
Plasmite,2026-03-09,0.12,1
Plasmite,2026-03-15,0.12,1
Plasmite,2026-04-14,0.12,1
Plasmite,2026-05-09,0.12,1
Plasmite,2026-05-14,0.12,1
Plasmite,2026-06-21,0.12,1
Plasmite,2026-06-22,0.12,1
Plasmite,2026-06-26,0.12,1
Plasmite,2026-07-02,0.12,1
Plasmite,2026-07-03,0.12,1
Plasmite,2026-07-05,0.12,1
Plasmite,2026-07-06,0.12,1
Plasmite,2026-07-09,0.12,1
Plasmite,2026-07-10,0.12,1
Plasmite,2026-07-12,0.12,1
Plasmite,2026-07-14,0.12,1
Plasmite,2026-07-17,0.12,1
Plasmite,2026-07-24,0.12,1
Plasmite,2026-07-27,0.12,1
Plasmite,2026-07-28,0.12,1
Plasmite,2026-07-30,0.12,1
Plasmite,2026-07-31,0.12,1
Plasmite,2026-08-03,0.12,1
Plasmite,2026-08-04,0.12,1
Plasmite,2026-08-05,0.12,1
Plasmite,2026-08-06,0.12,1
Plasmite,2026-08-07,0.12,1
Plasmite,2026-08-08,0.12,1
Plasmite,2026-08-09,0.12,1
Plasmite,2026-08-10,0.12,1
Plasmite,2026-08-11,0.12,1
Plasmite,2026-08-13,0.12,1
Plasmite,2026-08-14,0.12,1
Plasmite,2026-08-15,0.12,1
Plasmite,2026-08-16,0.12,1
Plasmite,2026-08-17,0.12,1
Plasmite,2026-08-18,0.12,1
Plasmite,2026-08-19,0.12,1
Plasmite,2026-08-20,0.12,1
Plasmite,2026-08-21,0.12,1
Plasmite,2026-08-22,0.12,1
Plasmite,2026-08-24,0.12,1
Plasmite,2026-08-25,0.12,1
Plasmite,2026-08-30,0.12,1
Plasmite,2026-09-02,0.12,1
Plasmite,2026-09-03,0.12,1
Plasmite,2026-09-04,0.12,1
Plasmite,2026-09-05,0.12,1
Plasmite,2026-09-06,0.12,1
Plasmite,2026-09-07,0.12,1
Plasmite,2026-09-12,0.12,1
Plasmite,2026-09-17,0.12,1
Plasmite,2026-09-18,0.12,1
Plasmite,2026-09-19,0.12,1
Plasmite,2026-09-20,0.12,1
Predator (Gun),2025-11-24,0.12,2
Predator (Gun),2025-12-02,0.12,2
Predator (Gun),2025-12-04,0.12,2
Predator (Gun),2025-12-08,0.12,2
Predator (Gun),2025-12-21,0.12,2
Predator (Gun),2025-12-23,0.12,2
Predator (Gun),2025-12-24,0.12,2
Predator (Gun),2025-12-26,0.12,2
Predator (Gun),2025-12-28,0.12,2
Predator (Gun),2025-12-30,0.12,2
Predator (Gun),2026-01-15,0.12,2
Predator (Gun),2026-01-16,0.12,2
Predator (Gun),2026-02-19,0.12,2
Predator (Gun),2026-02-27,0.12,2
Predator (Gun),2026-02-28,0.12,2
Predator (Gun),2026-03-06,0.12,2
Predator (Gun),2026-03-09,0.12,2
Predator (Gun),2026-03-15,0.12,2
Predator (Gun),2026-04-14,0.12,2
Predator (Gun),2026-05-09,0.12,2
Predator (Gun),2026-05-14,0.12,2
Predator (Gun),2026-06-21,0.12,2
Predator (Gun),2026-06-22,0.12,2
Predator (Gun),2026-06-26,0.12,2
Predator (Gun),2026-07-02,0.12,2
Predator (Gun),2026-07-03,0.12,2
Predator (Gun),2026-07-05,0.12,2
Predator (Gun),2026-07-06,0.12,2
Predator (Gun),2026-07-09,0.12,2
Predator (Gun),2026-07-10,0.12,2
Predator (Gun),2026-07-12,0.12,2
Predator (Gun),2026-07-14,0.12,2
Predator (Gun),2026-07-17,0.12,2
Predator (Gun),2026-07-24,0.12,2
Predator (Gun),2026-07-27,0.12,2
Predator (Gun),2026-07-28,0.12,2
Predator (Gun),2026-07-30,0.12,2
Predator (Gun),2026-07-31,0.12,2
Predator (Gun),2026-08-03,0.12,2
Predator (Gun),2026-08-04,0.12,2
Predator (Gun),2026-08-05,0.12,2
Predator (Gun),2026-08-06,0.12,2
Predator (Gun),2026-08-07,0.12,2
Predator (Gun),2026-08-08,0.12,2
Predator (Gun),2026-08-09,0.12,2
Predator (Gun),2026-08-10,0.12,2
Predator (Gun),2026-08-11,0.12,2
Predator (Gun),2026-08-13,0.12,2
Predator (Gun),2026-08-14,0.12,2
Predator (Gun),2026-08-15,0.12,2
Predator (Gun),2026-08-16,0.12,2
Predator (Gun),2026-08-17,0.12,2
Predator (Gun),2026-08-18,0.12,2
Predator (Gun),2026-08-19,0.12,2
Predator (Gun),2026-08-20,0.12,2
Predator (Gun),2026-08-21,0.12,2
Predator (Gun),2026-08-22,0.12,2
Predator (Gun),2026-08-24,0.12,2
Predator (Gun),2026-08-25,0.12,2
Predator (Gun),2026-08-30,0.12,2
Predator (Gun),2026-09-02,0.12,2
Predator (Gun),2026-09-03,0.12,2
Predator (Gun),2026-09-04,0.12,2
Predator (Gun),2026-09-05,0.12,2
Predator (Gun),2026-09-06,0.12,2
Predator (Gun),2026-09-07,0.12,2
Predator (Gun),2026-09-12,0.12,2
Predator (Gun),2026-09-17,0.12,2
Predator (Gun),2026-09-18,0.12,2
Predator (Gun),2026-09-19,0.12,2
Predator (Gun),2026-09-20,0.12,2
Predator (Knife),2025-11-24,0.6,2
Predator (Knife),2025-12-02,0.6,2
Predator (Knife),2025-12-04,0.6,2
Predator (Knife),2025-12-08,0.6,2
Predator (Knife),2025-12-21,0.6,2
Predator (Knife),2025-12-23,0.6,2
Predator (Knife),2025-12-24,0.6,2
Predator (Knife),2025-12-26,0.6,2
Predator (Knife),2025-12-28,0.6,2
Predator (Knife),2025-12-30,0.6,2
Predator (Knife),2026-01-15,0.6,2
Predator (Knife),2026-01-16,0.6,2
Predator (Knife),2026-02-19,0.6,2
Predator (Knife),2026-02-27,0.6,2
Predator (Knife),2026-02-28,0.6,2
Predator (Knife),2026-03-06,0.6,2
Predator (Knife),2026-03-09,0.6,2
Predator (Knife),2026-03-15,0.6,2
Predator (Knife),2026-04-14,0.6,2
Predator (Knife),2026-05-09,0.6,2
Predator (Knife),2026-05-14,0.6,2
Predator (Knife),2026-06-21,0.6,2
Predator (Knife),2026-06-22,0.6,2
Predator (Knife),2026-06-26,0.6,2
Predator (Knife),2026-07-02,0.6,2
Predator (Knife),2026-07-03,0.6,2
Predator (Knife),2026-07-05,0.6,2
Predator (Knife),2026-07-06,0.6,2
Predator (Knife),2026-07-09,0.6,2
Predator (Knife),2026-07-10,0.6,2
Predator (Knife),2026-07-12,0.6,2
Predator (Knife),2026-07-14,0.6,2
Predator (Knife),2026-07-17,0.6,2
Predator (Knife),2026-07-24,0.6,2
Predator (Knife),2026-07-27,0.6,2
Predator (Knife),2026-07-28,0.6,2
Predator (Knife),2026-07-30,0.6,2
Predator (Knife),2026-07-31,0.6,2
Predator (Knife),2026-08-03,0.6,2
Predator (Knife),2026-08-04,0.6,2
Predator (Knife),2026-08-05,0.6,2
Predator (Knife),2026-08-06,0.6,2
Predator (Knife),2026-08-07,0.6,2
Predator (Knife),2026-08-08,0.6,2
Predator (Knife),2026-08-09,0.6,2
Predator (Knife),2026-08-10,0.6,2
Predator (Knife),2026-08-11,0.6,2
Predator (Knife),2026-08-13,0.6,2
Predator (Knife),2026-08-14,0.6,2
Predator (Knife),2026-08-15,0.6,2
Predator (Knife),2026-08-16,0.6,2
Predator (Knife),2026-08-17,0.6,2
Predator (Knife),2026-08-18,0.6,2
Predator (Knife),2026-08-19,0.6,2
Predator (Knife),2026-08-20,0.6,2
Predator (Knife),2026-08-21,0.6,2
Predator (Knife),2026-08-22,0.6,2
Predator (Knife),2026-08-24,0.6,2
Predator (Knife),2026-08-25,0.6,2
Predator (Knife),2026-08-30,0.6,2
Predator (Knife),2026-09-02,0.6,2
Predator (Knife),2026-09-03,0.6,2
Predator (Knife),2026-09-04,0.6,2
Predator (Knife),2026-09-05,0.6,2
Predator (Knife),2026-09-06,0.6,2
Predator (Knife),2026-09-07,0.6,2
Predator (Knife),2026-09-12,0.6,2
Predator (Knife),2026-09-17,0.6,2
Predator (Knife),2026-09-18,0.6,2
Predator (Knife),2026-09-19,0.6,2
Predator (Knife),2026-09-20,0.6,2
Red Fire,2020-08-26,5,
Red Fire,2021-11-22,8,
Red Fire,2021-11-23,15,
Red Fire,2021-12-13,20,
Red Fire,2022-01-08,25,
Red Fire,2022-02-03,30,
Red Fire,2022-02-16,35,
Red Fire,2022-03-07,40,
Red Fire,2022-05-19,45,
Red Fire,2022-06-06,40,
Red Fire,2022-06-18,35,
Red Fire,2022-06-20,30,
Red Fire,2022-07-11,28,
Red Fire,2022-08-11,20,
Red Fire,2022-11-29,15,
Red Fire,2022-12-07,10,
Red Fire,2022-12-12,8,
Red Fire,2023-05-27,7,
Red Fire,2023-08-28,5,
Red Fire,2023-10-15,3,
Red Fire,2025-09-03,2,
Red Fire,2025-09-18,1,
Red Fire,2025-11-24,1,1
Red Fire,2025-12-02,1,1
Red Fire,2025-12-04,1,1
Red Fire,2025-12-08,1,1
Red Fire,2025-12-21,1,1
Red Fire,2025-12-23,1,1
Red Fire,2025-12-24,1,1
Red Fire,2025-12-26,1,1
Red Fire,2025-12-28,1,1
Red Fire,2025-12-30,1,1
Red Fire,2026-01-15,1,1
Red Fire,2026-01-16,1,1
Red Fire,2026-02-19,1,1
Red Fire,2026-02-27,1,1
Red Fire,2026-02-28,1,1
Red Fire,2026-03-06,1,1
Red Fire,2026-03-09,1,1
Red Fire,2026-03-15,1,1
Red Fire,2026-04-14,1,1
Red Fire,2026-05-09,1,1
Red Fire,2026-05-14,1,1
Red Fire,2026-06-21,1,1
Red Fire,2026-06-22,1,1
Red Fire,2026-06-26,1,1
Red Fire,2026-07-02,1,1
Red Fire,2026-07-03,1,1
Red Fire,2026-07-05,1,1
Red Fire,2026-07-06,1,1
Red Fire,2026-07-09,1,1
Red Fire,2026-07-10,1,1
Red Fire,2026-07-12,1,1
Red Fire,2026-07-14,1,1
Red Fire,2026-07-17,1,1
Red Fire,2026-07-24,1,1
Red Fire,2026-07-27,1,1
Red Fire,2026-07-28,1,1
Red Fire,2026-07-30,1,1
Red Fire,2026-07-31,1,1
Red Fire,2026-08-03,1,1
Red Fire,2026-08-04,1,1
Red Fire,2026-08-05,1,1
Red Fire,2026-08-06,1,1
Red Fire,2026-08-07,1,1
Red Fire,2026-08-08,1,1
Red Fire,2026-08-09,1,1
Red Fire,2026-08-10,1,1
Red Fire,2026-08-11,1,1
Red Fire,2026-08-13,1,1
Red Fire,2026-08-14,1,1
Red Fire,2026-08-15,1,1
Red Fire,2026-08-16,1,1
Red Fire,2026-08-17,1,1
Red Fire,2026-08-18,1,1
